symbol,period_date,as_of_date,revenue,gross_profit,operating_income,pretax_income,tax_expense,net_income_parent,eps,current_assets,current_liabilities,assets,liabilities,equity,cash,short_borrowings,long_borrowings,bonds_payable,tax_rate,nopat,invested_capital_proxy,roic_proxy,roe,roa,debt_to_equity,gross_margin,operating_margin,net_margin,revenue_growth,pe,pb,eva_like_score
3669.TW,2024-12-31,2025-03-31,561547000.0,344846000.0,12109000.0,28243000.0,6362000.0,21881000.0,0.24,2274076000.0,994902000.0,4759798000.0,1141178000.0,3618620000.0,1527225000.0,400000000.0,,,0.2252593563006762,9381334.454555113,3764896000.0,0.0024917911290391,0.0060467802642996,0.0045970438241286,0.3153627626001072,0.6140999773839055,0.021563644717183,0.0389655718933588,-0.0186261916620791,,,35.6792264219071
3669.TW,2025-03-31,2025-05-15,557953000.0,347435000.0,-14745000.0,22235000.0,20919000.0,1316000.0,0.01,2302021000.0,1028519000.0,4584576000.0,1178137000.0,3406439000.0,1513282000.0,400000000.0,,,0.4,-8847000.0,3556057000.0,-0.0024878678828826,0.0003863271880107,0.0002870494457938,0.345855892326268,0.6226958184649961,-0.0264269571092905,0.0023586216043286,-0.0569303709212605,,,30.072683051174785
3669.TW,2025-06-30,2025-08-14,684745000.0,394344000.0,44374000.0,-49913000.0,-9922000.0,-39991000.0,-0.43,2147433000.0,1189375000.0,4426163000.0,1324716000.0,3101447000.0,1316509000.0,400000000.0,,,0.1987858874441528,35553075.03055316,3236788000.0,0.0109840604421893,-0.0128943038523631,-0.00903513946504,0.4271283694352991,0.5758990573133064,0.0648036860437097,-0.0584027630723846,-0.06455984470009,,,36.64323835630962
3669.TW,2025-09-30,2025-11-14,634988000.0,366140000.0,33154000.0,77378000.0,13475000.0,63903000.0,0.69,2037752000.0,989102000.0,4410240000.0,1118205000.0,3292035000.0,1252611000.0,400000000.0,,,0.1741451058440383,27380393.16084675,3421138000.0,0.0080032998262118,0.0194113975094432,0.014489687636047,0.3396698394761903,0.5766093217509622,0.0522120103057065,0.1006365474623142,-0.1239345601240586,,,44.14253760088175
3669.TW,2025-12-31,2026-03-31,652686000.0,369819000.0,48426000.0,78725000.0,-1288000.0,80013000.0,0.86,2147056000.0,1056900000.0,4492111000.0,1180094000.0,3312017000.0,1306885000.0,400000000.0,,,0.0,48426000.0,3435211000.0,0.0140969506676591,0.0241583904913531,0.017811892894009,0.3563067460100597,0.5666108971235786,0.0741949421314383,0.1225903420634118,0.1622998609199231,,,59.77302463905806
3669.TW,2026-03-31,2026-05-15,689061000.0,417675000.0,65088000.0,72955000.0,7950000.0,65005000.0,0.7,2175777000.0,1070349000.0,4418592000.0,1190520000.0,3228072000.0,1139329000.0,400000000.0,,,0.1089712836680145,57995277.08861627,3348243000.0,0.0173211075446484,0.0201374070962481,0.0147117000166568,0.3688021828509401,0.6061509793762816,0.094458981135197,0.0943385273582455,0.23498036572973,,,62.86807012229606
3673.TW,2020-03-31,2020-05-15,28191732000.0,1011479000.0,109060000.0,288122000.0,248455000.0,39667000.0,0.1,61662045000.0,43506066000.0,94196172000.0,57737624000.0,36458548000.0,21461985000.0,19499666000.0,9418641000.0,,0.4,65436000.0,50690106000.0,0.0012909028045828,0.001088002736697,0.0004211105309035,1.58365121946162,0.0358785689364527,0.0038685101007628,0.0014070437389231,,,,9.741387407361492
3673.TW,2020-06-30,2020-08-14,28049006000.0,1397003000.0,428371000.0,569550000.0,261674000.0,307876000.0,0.76,56534556000.0,38187712000.0,88274645000.0,52180472000.0,36094173000.0,19343076000.0,13434396000.0,7880710000.0,,0.4,257022600.0,50086933000.0,0.0051315300140258,0.0085297978706978,0.0034877058978826,1.4456757881666935,0.0498057934744639,0.0152722346025381,0.0109763604457141,,,,15.447387016824337
3673.TW,2020-09-30,2020-11-14,32852392000.0,1293523000.0,235234000.0,554780000.0,113414000.0,442682000.0,1.09,59981834000.0,39233864000.0,90710573000.0,54566683000.0,36143890000.0,27772519000.0,15077235000.0,9181244000.0,,0.2044305850967951,187144975.7453405,51476709000.0,0.0036355272001817,0.0122477685716728,0.0048801587881051,1.5097069795199134,0.0393737844111929,0.0071603309737689,0.013474878785082,,,,15.976960411825756
3673.TW,2020-12-31,2021-03-31,25490069000.0,1163581000.0,177024000.0,398817000.0,153353000.0,241098000.0,0.6,54113215000.0,29034583000.0,83621028000.0,46815547000.0,36805481000.0,22603449000.0,3400323000.0,11566775000.0,,0.3845197170632145,108954781.60660154,54586445000.0,0.0019960043488195,0.006550600439103,0.0028832221483811,1.2719721554515209,0.045648405267165,0.006944822314918,0.009458507154296,,,,14.465005532517493
3673.TW,2021-03-31,2021-05-15,29185510000.0,833814000.0,67602000.0,373072000.0,34261000.0,350053000.0,0.86,65395338000.0,42941845000.0,94317626000.0,58161492000.0,36156134000.0,32128373000.0,14880603000.0,8297368000.0,,0.0918348200883475,61393782.49238753,51375781000.0,0.0011949946316609,0.0096817043547852,0.0037114271726898,1.6086203242857768,0.028569451073495,0.0023162864037668,0.0119940682893668,0.035250689812176,,,16.115184852378913
3673.TW,2021-06-30,2021-08-14,24588009000.0,974554000.0,181213000.0,341936000.0,11041000.0,321772000.0,0.79,59154860000.0,33307027000.0,86674866000.0,50749168000.0,35925698000.0,28635046000.0,9512003000.0,10546642000.0,,0.0322896682420102,175361692.34886062,53367839000.0,0.0032859058120914,0.0089565970297918,0.0037124026243086,1.412614669309974,0.0396353360697078,0.0073699745270143,0.0130865414926438,-0.1233910748922796,,,12.939605073806623
3673.TW,2021-09-30,2021-11-14,25171159000.0,1045117000.0,153230000.0,454590000.0,150354000.0,278745000.0,0.69,60975429000.0,35839250000.0,87683080000.0,52372506000.0,35310574000.0,30658617000.0,11555862000.0,9704384000.0,,0.3307463868540883,102549731.14234804,51843830000.0,0.001978050833481,0.0078940942732904,0.0031790055732531,1.4831961100377469,0.0415204162827782,0.0060875226285766,0.0110739835221731,-0.2338104634816241,,,11.655336002849507
3673.TW,2021-12-31,2022-03-31,24144067000.0,914931000.0,-88118000.0,305534000.0,182029000.0,118036000.0,0.29,52715802000.0,25964847000.0,77785430000.0,42399742000.0,35385688000.0,20615121000.0,2799213000.0,10176385000.0,,0.4,-52870800.0,51820583000.0,-0.0010202664064972,0.0033356988848146,0.0015174564182521,1.1982172566490723,0.0378946513029474,-0.0036496750940924,0.0048888200981218,-0.0528049570991745,,,12.537038084321084
3673.TW,2022-03-31,2022-05-15,25091683000.0,975204000.0,74815000.0,337118000.0,71966000.0,235219000.0,0.58,68793914000.0,36402612000.0,93908290000.0,57546497000.0,36361793000.0,30431043000.0,15946363000.0,14869060000.0,,0.2134742137767784,58843926.69629032,57505678000.0,0.0010232715923511,0.0064688504222,0.0025047735402273,1.582608893901354,0.038865627307662,0.0029816652792879,0.009374381144541,-0.1402691609637796,,,10.212779147894503
3673.TW,2022-06-30,2022-08-14,22336037000.0,1047061000.0,196932000.0,308371000.0,226659000.0,65795000.0,0.16,68432195000.0,35221746000.0,93556622000.0,57252881000.0,36303741000.0,25735847000.0,13488794000.0,15824827000.0,,0.4,118159200.0,58334876000.0,0.0020255327190547,0.0018123476586063,0.0007032639549555,1.5770518250446972,0.0468776533634861,0.0088167833891034,0.0029456881719886,-0.0915882209088178,,,9.211172654925596
3673.TW,2022-09-30,2022-11-14,27950788000.0,1345055000.0,485128000.0,585441000.0,372495000.0,222794000.0,0.55,70666553000.0,34964158000.0,96008942000.0,57322948000.0,38685994000.0,26408318000.0,12984644000.0,16375437000.0,,0.4,291076800.0,61044784000.0,0.0047682501423872,0.0057590351691622,0.0023205546833335,1.4817493897145309,0.0481222568751907,0.0173565052978112,0.0079709380644295,0.1104291224730653,,,19.38476947115898
3673.TW,2022-12-31,2023-03-31,21802461000.0,747157000.0,-207035000.0,28933000.0,7047000.0,19930000.0,0.05,59833165000.0,28622687000.0,83600276000.0,46228449000.0,37371827000.0,24284276000.0,7437076000.0,11969058000.0,,0.2435627138561504,-156608993.5367919,54977589000.0,-0.0028485969717004,0.0005332894214671,0.0002383963421364,1.2369865942063791,0.0342693882126426,-0.0094959463521113,0.0009141169889032,-0.0969847374926519,,,9.644553526375766
3673.TW,2023-03-31,2023-05-15,17324195000.0,691428000.0,-102334000.0,304124000.0,173757000.0,101793000.0,0.25,68014029000.0,33931648000.0,91357395000.0,54219215000.0,37138180000.0,25625743000.0,17027284000.0,14775556000.0,,0.4,-61400400.0,57425747000.0,-0.0010692137796657,0.0027409259150556,0.0011142283555699,1.4599319352752342,0.0399111185252763,-0.0059069988533377,0.0058757708511131,-0.3095642488389479,,,9.168544266450706
3673.TW,2023-06-30,2023-08-14,16228625000.0,630439000.0,-142330000.0,120956000.0,110378000.0,31900000.0,0.08,70827047000.0,35357137000.0,93701778000.0,56242679000.0,37459099000.0,29893652000.0,17583301000.0,15457370000.0,,0.4,-85398000.0,58344641000.0,-0.0014636819858056,0.000851595496197,0.0003404417790236,1.5014423865347108,0.0388473453542737,-0.0087703055557695,0.0019656625253217,-0.273433107224885,,,8.243062018910418
3673.TW,2023-09-30,2023-11-14,18053290000.0,1043999000.0,255665000.0,199461000.0,139185000.0,72132000.0,0.18,73030146000.0,33934021000.0,95812594000.0,57008518000.0,38804076000.0,33697567000.0,14416777000.0,17498913000.0,,0.4,153399000.0,61878573000.0,0.0024790326047111,0.0018588768870569,0.0007528446625711,1.4691373658787803,0.0578287392491894,0.014161684656924,0.0039955044205239,-0.3541044352667266,,,9.67561084396191
3673.TW,2023-12-31,2024-03-31,18255121000.0,864422000.0,-6218000.0,-31700000.0,-56565000.0,2565000.0,0.0,66987824000.0,30538004000.0,87823327000.0,50876633000.0,36946694000.0,33941402000.0,11499557000.0,15611161000.0,,0.4,-3730800.0,57285323000.0,-6.512662938114183e-05,6.942434416459562e-05,2.92063633617524e-05,1.3770280231297556,0.0473523018554629,-0.0003406167507736,0.0001405085181303,-0.1627036507484177,,,8.61345831316591
3673.TW,2024-03-31,2024-05-15,15330198000.0,649805000.0,-144455000.0,127702000.0,11116000.0,116407000.0,0.29,72022966000.0,37865653000.0,93085064000.0,53987223000.0,39097841000.0,40010752000.0,16696271000.0,11342354000.0,,0.0870464049114344,-131880711.57851872,55219411000.0,-0.0023883034822395,0.0029773255254682,0.0012505443408192,1.3808236367834223,0.0423872542285494,-0.0094229050401045,0.0075933135371115,-0.1150989699665698,,,9.694233282406705
3673.TW,2024-06-30,2024-08-14,19146349000.0,819614000.0,-663000.0,567251000.0,160389000.0,353988000.0,0.87,77755774000.0,40467411000.0,98797046000.0,58790943000.0,40006103000.0,42354816000.0,15765404000.0,13506669000.0,,0.2827478488358769,-475538.1762218136,58329635000.0,-8.152599895778768e-06,0.0088483499630043,0.0035829816207257,1.469549358506626,0.042807848117675,-3.4628011847062856e-05,0.0184885379452761,0.1797887374931641,,,21.376321569782807
3673.TW,2024-09-30,2024-11-14,18553344000.0,831446000.0,94423000.0,435586000.0,247284000.0,199260000.0,0.49,72070912000.0,32453859000.0,92204852000.0,52846896000.0,39357956000.0,42415541000.0,12134612000.0,15245527000.0,,0.4,56653800.0,59750993000.0,0.0009481649953499,0.0050627629138057,0.0021610576415219,1.342724606938429,0.0448138082277782,0.0050892712386511,0.0107398429091812,0.0276987740184753,,,15.60109360291175
3673.TW,2024-12-31,2025-03-31,15843727000.0,601037000.0,-202476000.0,-96036000.0,132398000.0,-196593000.0,-0.49,68959301000.0,29482420000.0,89182962000.0,48817897000.0,40365065000.0,44597083000.0,9920103000.0,14108725000.0,,0.0,-202476000.0,59700542000.0,-0.0033915269981971,-0.0048703749145455,-0.0022043784551582,1.2094095971355427,0.0379353292315627,-0.0127795688476581,-0.0124082546991626,-0.1320941121124313,,,9.47402329557914
3673.TW,2025-03-31,2025-05-15,13703548000.0,716442000.0,-26256000.0,290184000.0,145652000.0,162489000.0,0.4,72215333000.0,31568275000.0,92067750000.0,51118442000.0,40949308000.0,39944924000.0,11862828000.0,14226772000.0,,0.4,-15753600.0,60499475000.0,-0.0002603923422475,0.0039680524027414,0.0017648850982021,1.2483346971333436,0.0522814967335466,-0.0019160001482827,0.011857440131563,-0.1061075662558305,,,10.81707264707605
3673.TW,2025-06-30,2025-08-14,18614707000.0,1222434000.0,482158000.0,900149000.0,438105000.0,434189000.0,1.07,67877605000.0,32187284000.0,85276347000.0,48867927000.0,36408420000.0,36743000000.0,12984870000.0,11501625000.0,,0.4,289294800.0,53089063000.0,0.0054492353726416,0.0119255106373745,0.0050915525262825,1.3422149876319818,0.06567033260314,0.0259019924407083,0.0233250515304914,-0.0277672782419248,,,18.31976121627398
3673.TW,2025-09-30,2025-11-14,16116848000.0,1172604000.0,370015000.0,555020000.0,123959000.0,445805000.0,1.1,66656960000.0,31053765000.0,84332403000.0,45996829000.0,38335574000.0,35514230000.0,16362494000.0,9577095000.0,,0.2233415012071637,287375294.4308313,53278638000.0,0.0053938183335473,0.0116290159109134,0.0052862836127176,1.199847144586905,0.0727564099382211,0.0229582732305969,0.0276608056364371,-0.1313238195766758,,,16.279653457801114
3673.TW,2025-12-31,2026-03-31,14400603000.0,839646000.0,-97222000.0,160291000.0,90959000.0,60544000.0,0.15,62209240000.0,31462914000.0,84880279000.0,45319469000.0,39560810000.0,32014730000.0,15085889000.0,8643224000.0,,0.4,-58333200.0,53417365000.0,-0.0010920269092269,0.0015304034472499,0.0007132870051004,1.1455647394479536,0.0583063084233347,-0.0067512450693904,0.0042042683907055,-0.0910848817326882,,,10.743170664868392
3673.TW,2026-03-31,2026-05-15,17886696000.0,1677006000.0,-57646000.0,376118000.0,-202875000.0,540783000.0,1.33,73844000000.0,34079481000.0,104848761000.0,49320829000.0,55527932000.0,36188520000.0,13891875000.0,9588694000.0,,0.0,-57646000.0,70769280000.0,-0.0008145624768261,0.0097389364329289,0.0051577433518742,0.8882165645931133,0.0937571701336009,-0.0032228422733857,0.0302338117671368,0.3052602143620031,,,29.65433567030115
3679.TW,2020-03-31,2020-05-15,625018000.0,112551000.0,5484000.0,52858000.0,14032000.0,38826000.0,0.62,5729986000.0,1719982000.0,7540300000.0,3581977000.0,3958323000.0,3736613000.0,977363000.0,1000000000.0,,0.265465965416777,4028184.6456543943,5820318000.0,0.0006920901307547,0.0098086992900781,0.0051491319974006,0.9049228675881176,0.1800764137992825,0.0087741473045576,0.0621198109494446,,,,21.93821624732754
3679.TW,2020-06-30,2020-08-14,1106935000.0,351447000.0,243429000.0,233587000.0,-1367000.0,234954000.0,3.77,4820094000.0,1845285000.0,7386548000.0,3515600000.0,3870948000.0,2723190000.0,743335000.0,1000000000.0,,0.0,243429000.0,5541263000.0,0.0439302375649739,0.0606967595534737,0.0318083629863367,0.908201298493289,0.3174956072398108,0.2199126416636929,0.2122563655499193,,,,85.91442958201493
3679.TW,2020-09-30,2020-11-14,1489590000.0,506878000.0,392583000.0,290620000.0,48939000.0,241681000.0,3.88,5190218000.0,2066189000.0,8052818000.0,3883098000.0,4169720000.0,2373278000.0,901400000.0,1200000000.0,,0.1683951551854655,326473924.7918244,5986629000.0,0.0545338494822085,0.0579609662039657,0.0300119784155062,0.9312610918718764,0.3402802113333199,0.2635510442470747,0.1622466584764935,,,,86.2871093779392
3679.TW,2020-12-31,2021-03-31,1586718000.0,569004000.0,427556000.0,297492000.0,91591000.0,205901000.0,3.3,5744344000.0,2276408000.0,8617493000.0,4160247000.0,4457246000.0,2626650000.0,988920000.0,1200000000.0,,0.3078771866134215,295921261.60031193,6341085000.0,0.0466672914178428,0.0461946681874861,0.0238933759505229,0.933367150926828,0.358604364480645,0.2694593494244093,0.1297653395247296,,,,81.30280673156095
3679.TW,2021-03-31,2021-05-15,1404291000.0,431098000.0,309575000.0,343811000.0,125932000.0,217879000.0,3.49,5931560000.0,2157752000.0,8770400000.0,4117857000.0,4652543000.0,3050461000.0,779140000.0,1250000000.0,,0.3662826378446298,196183052.38924876,6612648000.0,0.029667850517561,0.0468300884054161,0.0248425385387211,0.885076612940493,0.3069862300620028,0.2204493228255397,0.1551523152964734,1.2468008921343063,,,78.99787389832666
3679.TW,2021-06-30,2021-08-14,1174518000.0,310378000.0,192476000.0,119395000.0,44487000.0,74908000.0,1.2,6084202000.0,2853600000.0,8860976000.0,4794078000.0,4066898000.0,3480826000.0,1156180000.0,1250000000.0,,0.3726035428619288,120758760.48410738,6007376000.0,0.0201017483314024,0.0184189522333729,0.0084536962971121,1.1788045827557023,0.2642598921429897,0.1638765859697339,0.0637776517686404,0.0610541721058599,,,48.00501547555419
3679.TW,2021-09-30,2021-11-14,1061990000.0,287181000.0,173018000.0,172805000.0,31457000.0,141348000.0,2.26,5748132000.0,2634233000.0,8748513000.0,4534245000.0,4214268000.0,3248120000.0,1718800000.0,1250000000.0,,0.1820375567836578,141522226.00040507,6114280000.0,0.0231461800899541,0.0335403443729729,0.0161568028761002,1.0759270649137644,0.2704178005442612,0.1629186715505795,0.1330972984679705,-0.2870588551212079,,,50.42841613784274
3679.TW,2021-12-31,2022-03-31,1188311000.0,336361000.0,214513000.0,188783000.0,16230000.0,172553000.0,2.76,6071254000.0,2857465000.0,9097092000.0,4681393000.0,4415699000.0,3999433000.0,1737760000.0,1150000000.0,,0.0859717241488905,196070947.53764904,6239627000.0,0.0314235045680854,0.0390771653593236,0.0189679295317668,1.0601703150509127,0.283058054667507,0.1805192411750796,0.1452086196290365,-0.2510887252807366,,,57.70812161726836
3679.TW,2022-03-31,2022-05-15,938992000.0,225236000.0,115596000.0,191292000.0,48344000.0,142948000.0,2.28,6271420000.0,2778895000.0,9367060000.0,4666249000.0,4700811000.0,3957440000.0,1783750000.0,1150000000.0,,0.2527235848859335,86382164.48152563,6588165000.0,0.0131117184347273,0.0304092208769933,0.0152607114719026,0.992647651649896,0.2398699882427113,0.1231064801404058,0.1522355888016085,-0.3313408688085304,,,41.89292504776777
3679.TW,2022-06-30,2022-08-14,839692000.0,149055000.0,39512000.0,241304000.0,55880000.0,185424000.0,2.96,5864198000.0,3032724000.0,9082691000.0,4796996000.0,4285695000.0,3912196000.0,1578320000.0,1050000000.0,,0.231575108576733,30362004.309916124,6049967000.0,0.0050185404829342,0.0432657946960761,0.0204150950417668,1.1193041035351323,0.1775115161273419,0.0470553488660127,0.2208238258790127,-0.2850752393747903,,,34.50160168443641
3679.TW,2022-09-30,2022-11-14,1134395000.0,279780000.0,152365000.0,468146000.0,121992000.0,346154000.0,5.52,5933803000.0,2378072000.0,9306935000.0,4635209000.0,4671726000.0,3614596000.0,1335750000.0,1500000000.0,,0.2605853729392112,112660909.65211707,6928863000.0,0.0162596532291253,0.0740955270065068,0.0371931253414792,0.992183402879364,0.246633668166732,0.1343138853750237,0.3051441517284544,0.0681786080848219,,,65.01140276892083
3679.TW,2022-12-31,2023-03-31,1014850000.0,277598000.0,149045000.0,59460000.0,24343000.0,35117000.0,0.56,5569291000.0,2173457000.0,8913891000.0,4267514000.0,4646377000.0,3865998000.0,1157100000.0,1300000000.0,,0.4,89427000.0,6740434000.0,0.0132672465897596,0.0075579316960289,0.0039395814914048,0.918460555396172,0.2735359905404739,0.1468640685815637,0.0346031433216731,-0.145972729361253,,,36.129038940974986
3679.TW,2023-03-31,2023-05-15,679344000.0,123792000.0,17284000.0,18905000.0,1639000.0,17266000.0,0.28,5112269000.0,1883889000.0,8423977000.0,3743919000.0,4680058000.0,3811140000.0,1124050000.0,1100000000.0,,0.086696641100238,15785535.255223488,6540088000.0,0.002413657928643,0.0036892705175876,0.0020496257290351,0.799972778115143,0.1822228502790927,0.0254421912904213,0.025415695141195,-0.276517797808714,,,17.92514156773643
3679.TW,2023-06-30,2023-08-14,885778000.0,303892000.0,195272000.0,383896000.0,110887000.0,273009000.0,4.35,5277576000.0,2928724000.0,8616525000.0,4396889000.0,4219636000.0,3799767000.0,1080260000.0,700000000.0,,0.2888464584158209,138868374.3722258,5687801000.0,0.0244151253484827,0.0646996565580538,0.0316843507098279,1.0420067038957863,0.3430791914001025,0.2204525287374489,0.3082137962333677,0.0548844099979515,,,74.65756490531864
3679.TW,2023-09-30,2023-11-14,930865000.0,215957000.0,100010000.0,230881000.0,54136000.0,176745000.0,2.82,5248414000.0,2563623000.0,8713589000.0,4200736000.0,4512853000.0,3570485000.0,1308160000.0,850000000.0,,0.2344757689025948,76560078.3520515,6149966000.0,0.012448862050953,0.0391648032851945,0.0202838348239743,0.9308382081135812,0.2319960466877581,0.1074377057897761,0.1898717859195479,-0.1794172223960789,,,44.37374618788869
3679.TW,2023-12-31,2024-03-31,1012742000.0,272216000.0,158694000.0,37119000.0,17042000.0,20077000.0,0.32,5177670000.0,2470922000.0,8529507000.0,4079207000.0,4450300000.0,3535076000.0,1368460000.0,850000000.0,,0.4,95216400.0,6058585000.0,0.0157159468753842,0.0045113812551962,0.0023538288906967,0.9166139361391368,0.2687910642592092,0.1566973622107111,0.0198243975267146,-0.0020771542592501,,,39.79819223862174
3679.TW,2024-03-31,2024-05-15,919995000.0,292328000.0,173249000.0,361112000.0,89816000.0,271296000.0,4.33,5277765000.0,2009343000.0,8657621000.0,3849495000.0,4808126000.0,3642511000.0,1206000000.0,1050000000.0,,0.248720618533862,130158401.55962694,6648278000.0,0.0195777615736927,0.0564244780606831,0.031336091057809,0.8006227374241024,0.317749552986701,0.1883151538867059,0.294888559176952,0.3542402670811841,,,79.52228506638207
3679.TW,2024-06-30,2024-08-14,978667000.0,275654000.0,154065000.0,244426000.0,66165000.0,178261000.0,2.84,5508340000.0,2506115000.0,8666811000.0,4115914000.0,4550897000.0,3563906000.0,1168021000.0,900000000.0,,0.2706954252002651,112360309.31652115,6160696000.0,0.0182382492686737,0.0391705195700979,0.0205682343828658,0.9044181839316512,0.2816627106053438,0.1574233115043217,0.1821467363260434,0.1048671337513462,,,60.02862777926028
3679.TW,2024-09-30,2024-11-14,1119061000.0,354145000.0,237195000.0,133961000.0,34560000.0,99401000.0,1.59,5345310000.0,2137150000.0,8474322000.0,3780192000.0,4694130000.0,3141791000.0,1224900000.0,900000000.0,,0.257985533102918,176002121.47565338,6337172000.0,0.027772975307543,0.0211755959038203,0.0117296699370167,0.8053019409347419,0.316466215872057,0.2119589548737736,0.0888253634073567,0.2021732474633808,,,64.8109640503438
3679.TW,2024-12-31,2025-03-31,1241935000.0,393517000.0,258346000.0,508611000.0,188450000.0,320161000.0,5.09,5687690000.0,2363692000.0,8931961000.0,3948294000.0,4983667000.0,3351920000.0,1248925000.0,800000000.0,,0.3705189231062639,162623918.29118913,6568269000.0,0.0247590222463771,0.0642420530906258,0.0358444243095105,0.7922467532441473,0.3168579676070003,0.2080189381891967,0.2577920744644446,0.2263093660576929,,,81.07221736838135
3679.TW,2025-03-31,2025-05-15,1213196000.0,433328000.0,308804000.0,351205000.0,102735000.0,248470000.0,3.95,5891094000.0,2898795000.0,9175970000.0,4493477000.0,4682493000.0,3445117000.0,1134230000.0,800000000.0,,0.2925214618242907,218472202.50281176,6277175000.0,0.0348042236360802,0.0530636137630104,0.0270783361323108,0.9596334687526497,0.3571788894786992,0.2545376015087422,0.2048061483882241,0.3186984711873435,,,84.66428717573403
3679.TW,2025-06-30,2025-08-14,1116073000.0,346748000.0,231513000.0,-83651000.0,31515000.0,-115166000.0,-1.83,5637565000.0,2651652000.0,8298326000.0,4158779000.0,4139547000.0,3457288000.0,1075800000.0,800000000.0,,0.0,231513000.0,5646674000.0,0.0409998877215153,-0.0278209185691091,-0.013878220739942,1.0046459189858217,0.3106857705544351,0.2074353559310188,-0.1031885907104642,0.1404011783374732,,,56.314033147002526
3679.TW,2025-09-30,2025-11-14,1113157000.0,358022000.0,244480000.0,347853000.0,94701000.0,253152000.0,4.02,6247502000.0,2390440000.0,8698018000.0,4133820000.0,4564198000.0,3834631000.0,1400000000.0,1000000000.0,,0.2722443100965063,177921711.06760615,6307578000.0,0.0282076117120717,0.0554647278667577,0.0291045615219467,0.9057056683342836,0.3216275871238289,0.2196275997006711,0.2274180551350798,-0.0052758518078996,,,71.63354367326181
3679.TW,2025-12-31,2026-03-31,1028769000.0,335966000.0,218346000.0,283724000.0,54876000.0,228848000.0,3.63,6635161000.0,2359015000.0,9148851000.0,4162712000.0,4986139000.0,4262228000.0,1400000000.0,1000000000.0,,0.193413317167388,176114975.8497695,6789836000.0,0.0259380308817134,0.0458968352065596,0.0250138514661567,0.8348567899932192,0.3265708822874717,0.2122400655540748,0.2224483824843089,-0.1716402227169698,,,64.36009330794332
3679.TW,2026-03-31,2026-05-15,1027201000.0,320869000.0,201675000.0,243581000.0,75662000.0,167919000.0,2.67,6682912000.0,2716700000.0,9336858000.0,4633438000.0,4703420000.0,4342679000.0,1150000000.0,1100000000.0,,0.3106235708039625,139029991.35811085,6620158000.0,0.0210010080360787,0.0357014682932844,0.0179845296993913,0.9851210395839624,0.3123721647467243,0.1963345051260658,0.1634723875852924,-0.1533099350805641,,,55.76347282647356
3686.TW,2020-03-31,2020-05-15,26469000.0,128000.0,-8986000.0,-7722000.0,0.0,,-0.54,869656000.0,91513000.0,1195053000.0,319592000.0,875461000.0,252081000.0,,,,-0.0,-8986000.0,1103540000.0,-0.0081428856226326,,,0.3650556678138718,0.0048358457062979,-0.3394914805999471,,,,,24.397632705427117
3686.TW,2020-06-30,2020-08-14,18871000.0,-5423000.0,-15862000.0,-14074000.0,0.0,,-0.16,844886000.0,87043000.0,1166604000.0,309799000.0,856805000.0,225086000.0,,,,-0.0,-15862000.0,1079561000.0,-0.0146930094732951,,,0.3615746873559328,-0.2873721583381908,-0.8405489905145461,,,,,24.429864005963584
3686.TW,2020-09-30,2020-11-14,28666000.0,134000.0,-10228000.0,-10616000.0,0.0,,-0.13,824193000.0,81140000.0,1140363000.0,298555000.0,841808000.0,204983000.0,,,,-0.0,-10228000.0,1059223000.0,-0.0096561347327238,,,0.3546592572177979,0.0046745273145887,-0.3567989953254727,,,,,24.49389576650187
3686.TW,2020-12-31,2021-03-31,30509000.0,1287000.0,-10078000.0,-10302000.0,0.0,-150964000.0,-0.49,774931000.0,109615000.0,1085525000.0,300042000.0,785483000.0,198266000.0,,,,-0.0,-10078000.0,975910000.0,-0.0103267719359367,-0.1921925745051134,-0.1390700352364063,0.3819840785860419,0.0421842734930676,-0.3303287554492117,,,,,16.160592107493567
3686.TW,2021-03-31,2021-05-15,33079000.0,-8011000.0,-17334000.0,-19241000.0,0.0,-19241000.0,-0.17,194307000.0,109668000.0,1062009000.0,295767000.0,766242000.0,171469000.0,,,,-0.0,-17334000.0,952341000.0,-0.0182014635513959,-0.0251108657578154,-0.0181175489096608,0.385996852169419,-0.2421778167417394,-0.5240182593186009,-0.5816681278152303,0.2497260946767916,,,26.32092215290436
3686.TW,2021-06-30,2021-08-14,61278000.0,128000.0,-9630000.0,-12125000.0,0.0,-12125000.0,-0.11,164784000.0,114638000.0,1019346000.0,265229000.0,754117000.0,155994000.0,,,,-0.0,-9630000.0,904708000.0,-0.0106443183878113,-0.0160784069315504,-0.011894881620176,0.3517080240864481,0.0020888410196155,-0.1571526485851365,-0.1978687293971735,2.247204705632982,,,28.297841142399744
3686.TW,2021-09-30,2021-11-14,76479000.0,-2317000.0,-12031000.0,-61109000.0,0.0,-61109000.0,-0.54,692691000.0,142524000.0,894018000.0,201010000.0,693008000.0,166082000.0,,,,-0.0,-12031000.0,751494000.0,-0.0160094425238258,-0.0881793572368573,-0.0683532098906286,0.2900543716667051,-0.0302958982204265,-0.1573111573111573,-0.799029799029799,1.6679341380032096,,,28.57142857142857
