symbol,period_date,as_of_date,revenue,gross_profit,operating_income,pretax_income,tax_expense,net_income_parent,eps,current_assets,current_liabilities,assets,liabilities,equity,cash,short_borrowings,long_borrowings,bonds_payable,tax_rate,nopat,invested_capital_proxy,roic_proxy,roe,roa,debt_to_equity,gross_margin,operating_margin,net_margin,revenue_growth,pe,pb,eva_like_score
1303.TW,2020-12-31,2021-03-31,79381512000.0,15254979000.0,10570814000.0,13659883000.0,1102428000.0,12179264000.0,1.53,208837816000.0,119887338000.0,584712347000.0,228125869000.0,356586478000.0,55973617000.0,55121553000.0,4269309000.0,63581765000.0,0.0807055228803936,9717690928.858614,464825009000.0,0.0209061275548937,0.0341551481938134,0.020829496867115,0.6397490737155771,0.1921729457609726,0.1331646844922782,0.1534269591639927,,,,56.83533464156165
1303.TW,2021-03-31,2021-05-15,89710690000.0,21383946000.0,16235257000.0,21775217000.0,3608784000.0,17654715000.0,2.23,224852799000.0,126777959000.0,612407377000.0,233418633000.0,378988744000.0,60989794000.0,54700734000.0,4319769000.0,61785806000.0,0.1657289569146429,13544604792.148844,485629418000.0,0.0278908243407709,0.0465837449779247,0.0288283839533174,0.6158985898536343,0.2383656395910008,0.1809734937943293,0.1967961120352546,0.3684273757259446,,,77.33059516249597
1303.TW,2021-06-30,2021-08-14,103987982000.0,28453852000.0,22994141000.0,28725113000.0,4914698000.0,23039380000.0,2.91,242244120000.0,141972389000.0,631016087000.0,252242074000.0,378774013000.0,66091912000.0,51125250000.0,441738000.0,73271685000.0,0.1710941224147665,19059978624.9236,489043698000.0,0.0389739786094198,0.0608261897840388,0.0365115572719146,0.6659434526729267,0.2736263503988374,0.2211230620861553,0.221558102743065,0.7152775656342691,,,87.07453588983887
1303.TW,2021-09-30,2021-11-14,109928221000.0,28803809000.0,22630530000.0,29746655000.0,5552308000.0,23138332000.0,2.92,248495091000.0,112043262000.0,650598683000.0,239130748000.0,411467935000.0,67321587000.0,30286462000.0,22822395000.0,67403643000.0,0.1866531884005109,18406469420.306587,538555421000.0,0.0341774842524639,0.0562336212176533,0.0355646769730703,0.5811649648957458,0.2620237891414617,0.2058664262382632,0.2104858223804058,0.6215944619137823,,,84.51639015973433
1303.TW,2021-12-31,2022-03-31,108043498000.0,25203513000.0,19140112000.0,23216970000.0,4555340000.0,17462596000.0,2.2,255907403000.0,113979077000.0,668695386000.0,239954616000.0,428740770000.0,74549426000.0,23436269000.0,21801264000.0,64309591000.0,0.1962073431632121,15384681476.633686,554716309000.0,0.0277343233415437,0.0407299637027754,0.0261144257394352,0.559672960423148,0.2332719086899611,0.1771519096873372,0.1616256074937521,0.3610662643966771,,,74.72330520254769
1303.TW,2022-03-31,2022-05-15,102092039000.0,19567265000.0,13466891000.0,20056952000.0,3782903000.0,15042909000.0,1.9,261211875000.0,112018997000.0,689915467000.0,236072294000.0,453843173000.0,76769087000.0,15677792000.0,22368202000.0,62513626000.0,0.1886080696608338,10926926684.157145,577896470000.0,0.0189081042217772,0.03314561041111,0.0218039886327117,0.5201627082754421,0.1916629855928335,0.1319093156715187,0.1473465428582536,0.1380141987537939,,,57.29898249715344
1303.TW,2022-06-30,2022-08-14,94732119000.0,15894301000.0,10168763000.0,18704849000.0,2799559000.0,14352344000.0,1.81,272066113000.0,164718943000.0,693696034000.0,291414840000.0,402281194000.0,76087618000.0,14304834000.0,23046739000.0,61668155000.0,0.1496702272228982,8646801931.2142,528977091000.0,0.0163462692020706,0.0356773923664947,0.0206896728488431,0.7244058244492533,0.1677815419709971,0.1073422943278614,0.1515045177021745,-0.0890089683632864,,,44.19238071344157
1303.TW,2022-09-30,2022-11-14,82588422000.0,8460275000.0,3182030000.0,6353961000.0,1145853000.0,3374908000.0,0.43,250021685000.0,145033046000.0,681226219000.0,279456833000.0,401769386000.0,86894663000.0,40975235000.0,32234701000.0,57547074000.0,0.1803368009340945,2608192889.3236837,536193173000.0,0.0048642784366888,0.0084001123968166,0.0049541663339883,0.6955652738558831,0.1024389956258033,0.0385287661749972,0.0408641782742864,-0.2487059169273738,,,19.35925336407635
1303.TW,2022-12-31,2023-03-31,75770720000.0,9984895000.0,5212156000.0,2435070000.0,1337798000.0,-661184000.0,-0.08,243213654000.0,170563237000.0,665316156000.0,271214726000.0,394101430000.0,89444513000.0,38775000000.0,5500000000.0,52751979000.0,0.4,3127293600.0,494752919000.0,0.0063209199580285,-0.0016777000783782,-0.0009937891843408,0.6881850847382107,0.1317777500332582,0.0687885241159118,-0.0087261147841804,-0.2987017136375943,,,19.65845247238678
1303.TW,2023-03-31,2023-05-15,65773776000.0,5275703000.0,1039157000.0,1892758000.0,230923000.0,866324000.0,0.11,247473047000.0,176967639000.0,670763397000.0,298805141000.0,371958256000.0,91243701000.0,33848000000.0,27309914000.0,52755241000.0,0.1220034468220448,912376264.2107444,493795758000.0,0.001847679429054,0.002329089315872,0.0012915493061706,0.803329772037645,0.0802098240490252,0.015798956106762,0.0131712675276541,-0.3557404020503498,,,13.313411594653653
1303.TW,2023-06-30,2023-08-14,63738195000.0,4188995000.0,-276023000.0,1913329000.0,500358000.0,941595000.0,0.12,237116805000.0,171670882000.0,660394153000.0,292215039000.0,368179114000.0,89360706000.0,34549400000.0,27806476000.0,51908589000.0,0.2615117420997643,-203839744.41039675,488723271000.0,-0.0004170862254897,0.0025574373021061,0.0014258075964521,0.7936763056037991,0.0657218956388708,-0.0043305744695154,0.0147728532318808,-0.3271743979462762,,,12.809311571550158
1303.TW,2023-09-30,2023-11-14,67251415000.0,4999490000.0,357808000.0,5332045000.0,656534000.0,4360722000.0,0.55,220538274000.0,135736792000.0,658653202000.0,276592994000.0,382060208000.0,79579051000.0,38368627000.0,53223451000.0,47288238000.0,0.1231298685588737,313751147.9906865,522916410000.0,0.0006000024898638,0.0114137036746836,0.0066206646938915,0.7239513254937033,0.0743402945499362,0.0053204531086818,0.0648420854787962,-0.1857040808940507,,,17.44773102668211
1303.TW,2023-12-31,2024-03-31,62991958000.0,4771812000.0,862910000.0,-7817000.0,-367547000.0,141409000.0,0.02,215138945000.0,127207774000.0,648527953000.0,271443894000.0,377084059000.0,80301186000.0,31802900000.0,49879126000.0,56471990000.0,0.4,517746000.0,521320179000.0,0.0009931439849367,0.0003750065711475,0.0002180461140431,0.7198498253144135,0.0757527175135594,0.0136987327810956,0.0022448738615173,-0.1686503968815395,,,12.589777860893808
1303.TW,2024-03-31,2024-05-15,58629908000.0,3330129000.0,-926244000.0,1225920000.0,61365000.0,1241806000.0,0.16,213760894000.0,126670119000.0,651921061000.0,272873864000.0,379047197000.0,80023199000.0,32700578000.0,53616401000.0,56475299000.0,0.0500562842599843,-879879667.041895,525250942000.0,-0.0016751605693301,0.0032761250045597,0.0019048410525273,0.7198941613595418,0.0567991510407964,-0.0157981486172552,0.02118041870371,-0.1086127091137355,,,13.556141546411716
1303.TW,2024-06-30,2024-08-14,66406336000.0,5222752000.0,640048000.0,2060011000.0,309062000.0,1734377000.0,0.22,210109249000.0,130671010000.0,657886305000.0,272075111000.0,385811194000.0,73263404000.0,33899512000.0,55607299000.0,52331001000.0,0.1500292959600701,544022049.1793491,527215295000.0,0.0010318783509104,0.0044954035211326,0.0026362868277064,0.7052027396592334,0.0786483988515794,0.0096383574001131,0.0261176433525861,0.0418609438186945,,,19.634900016588468
1303.TW,2024-09-30,2024-11-14,66423308000.0,5515923000.0,994086000.0,490405000.0,429865000.0,65764000.0,0.01,195751912000.0,141063311000.0,631671237000.0,259083513000.0,372587724000.0,64969520000.0,28983039000.0,36568070000.0,49209401000.0,0.4,596451600.0,490607926000.0,0.0012157398370282,0.0001765060837055,0.0001041111200698,0.6953624510720595,0.0830419797821571,0.0149659212997943,0.0009900741468642,-0.0123135996469367,,,15.840795086994044
1303.TW,2024-12-31,2025-03-31,68148931000.0,4506287000.0,-260356000.0,747134000.0,416008000.0,298182000.0,0.04,185501596000.0,140671073000.0,617473497000.0,254870192000.0,362603305000.0,66445373000.0,22975600000.0,37286905000.0,45862803000.0,0.4,-156213600.0,476802424000.0,-0.0003276275290076,0.0008223366855412,0.0004829065562307,0.7028898757555451,0.0661241039863119,-0.0038203974175324,0.004375446476189,0.0818671646942614,,,19.026079043007936
1303.TW,2025-03-31,2025-05-15,65551631000.0,4623040000.0,35832000.0,814012000.0,320143000.0,453111000.0,0.06,187971571000.0,125995755000.0,618904591000.0,258976053000.0,359928538000.0,64899944000.0,23369300000.0,55356040000.0,45865474000.0,0.3932902709050972,21739623.01292856,492908836000.0,4.4104754115076486e-05,0.0012588915636358,0.0007321176908186,0.7195207538669801,0.0705251712196146,0.0005466225546699,0.0069122765229136,0.1180578860877625,,,20.44299063796073
1303.TW,2025-06-30,2025-08-14,65715970000.0,5678443000.0,1302179000.0,-4194291000.0,11187000.0,-4116061000.0,-0.52,173953680000.0,115700954000.0,580481384000.0,249920410000.0,330560974000.0,56554662000.0,24316200000.0,53138967000.0,47109831000.0,0.0,1302179000.0,464780430000.0,0.0028017078946288,-0.0124517451355283,-0.0070907717516053,0.7560493514276734,0.0864088744334139,0.0198152595175875,-0.0626341055302082,-0.0103960863011626,,,16.073504491676864
1303.TW,2025-09-30,2025-11-14,64177490000.0,5321261000.0,1036358000.0,3995337000.0,520818000.0,3256142000.0,0.41,175360882000.0,151111586000.0,588213361000.0,243647296000.0,344566065000.0,55244544000.0,29666700000.0,12498396000.0,52600963000.0,0.1303564630467968,901262036.6697476,437101775000.0,0.0020619043166085,0.0094499787725758,0.0055356478038247,0.7071134413657364,0.0829147571835545,0.0161483099448108,0.0507365121322133,-0.0338106918734008,,,19.55549214697642
1303.TW,2025-12-31,2026-03-31,64466653000.0,5964336000.0,1329210000.0,5843836000.0,541106000.0,4925406000.0,0.62,177835621000.0,134700304000.0,610598465000.0,238799500000.0,371798965000.0,46149879000.0,35241700000.0,27982677000.0,51354376000.0,0.0925943164729468,1206132708.6009943,475898161000.0,0.0025344344808279,0.0132474978783224,0.0080665220801038,0.6422812392713357,0.0925181581863727,0.0206185669356837,0.0764023843459036,-0.0540328064720486,,,21.27746131818098
1303.TW,2026-03-31,2026-05-15,68596393000.0,8188671000.0,3741833000.0,16080166000.0,1405348000.0,14254717000.0,1.8,193418745000.0,131197270000.0,647743623000.0,247168932000.0,400574691000.0,42831248000.0,24400300000.0,40333444000.0,51357530000.0,0.0873963614554725,3414810410.6259847,516546353000.0,0.0066108499088096,0.0355856655956329,0.0220067268805825,0.6170358176722652,0.1193746586646327,0.054548538725644,0.207805634911445,0.046448302712712,,,40.56631725411971
1304.TW,2020-03-31,2020-05-15,11356408000.0,1839250000.0,991802000.0,888516000.0,243564000.0,216956000.0,0.2,28885330000.0,10824282000.0,71480359000.0,30449447000.0,41030912000.0,10885509000.0,4345132000.0,9179870000.0,6992067000.0,0.2741244952257472,719924777.3861134,60656077000.0,0.0118689637212461,0.0052876231461781,0.0030351834131107,0.7421099243419206,0.1619570202127292,0.0873341288900504,0.0191042801561902,,,,30.85577163261233
1304.TW,2020-06-30,2020-08-14,10856394000.0,1508434000.0,740698000.0,856374000.0,190431000.0,294844000.0,0.27,25315343000.0,11275844000.0,71846009000.0,29662567000.0,42183442000.0,8685259000.0,4319048000.0,7953028000.0,6992810000.0,0.2223689649615705,575989752.3908947,60570165000.0,0.0095094631555138,0.0069895671386891,0.0041038326847076,0.7031803379155261,0.1389442940261748,0.0682268900704967,0.0271585574362905,,,,28.19618530711493
1304.TW,2020-09-30,2020-11-14,12414401000.0,2546481000.0,1682210000.0,1752042000.0,331358000.0,600799000.0,0.56,25732209000.0,10335076000.0,72845900000.0,28649277000.0,44196623000.0,8901630000.0,3747363000.0,7929969000.0,6993555000.0,0.1891267446784951,1364059098.8343885,62510824000.0,0.0218211665044503,0.0135937761579657,0.0082475334919329,0.6482232137962215,0.2051231469001202,0.1355047255199828,0.0483953273299291,,,,46.724039247108536
1304.TW,2020-12-31,2021-03-31,15574070000.0,4585717000.0,3481306000.0,3621790000.0,675005000.0,1297179000.0,1.21,28539554000.0,12703826000.0,77324516000.0,28600873000.0,48723643000.0,9637007000.0,2726270000.0,7590000000.0,4995069000.0,0.1863733126437479,2832483468.453444,64620690000.0,0.0438324547208246,0.0266231940004978,0.0167757791073661,0.5870019407210582,0.2944456394507023,0.2235321916493248,0.0832909444994147,,,,72.35407527826175
1304.TW,2021-03-31,2021-05-15,16194178000.0,4456442000.0,3204126000.0,3264645000.0,690263000.0,1248662000.0,1.16,30691880000.0,14014469000.0,79826572000.0,28522923000.0,51303649000.0,9822807000.0,2552117000.0,7240000000.0,3995825000.0,0.2114358529028424,2526658886.381828,65812103000.0,0.0383920095424063,0.0243386586400511,0.0156421849105583,0.5559628516872163,0.2751879101242434,0.1978566618200689,0.0771056116587084,0.4259947335460297,,,73.98954329717058
1304.TW,2021-06-30,2021-08-14,17746758000.0,4290988000.0,3157189000.0,3419471000.0,719208000.0,1305809000.0,1.22,32835816000.0,16687970000.0,82242210000.0,30374237000.0,51867973000.0,10076508000.0,2602029000.0,4420000000.0,5991926000.0,0.2103272699198209,2493146057.0091105,65554240000.0,0.0380318047621192,0.0251756319839219,0.0158776010518199,0.5856067866773973,0.2417899652432292,0.1779022962954698,0.0735801434831082,0.6346825658685564,,,71.01875373875014
1304.TW,2021-09-30,2021-11-14,18463761000.0,3774674000.0,2544730000.0,2669631000.0,574209000.0,1046015000.0,0.98,33727320000.0,16921881000.0,83018142000.0,30405506000.0,52612636000.0,9997770000.0,2483306000.0,4219964000.0,5992578000.0,0.2150892763831406,1997385865.7095304,66096261000.0,0.0302193472896981,0.0198814406485924,0.0125998363104777,0.5779126139963792,0.2044368966864335,0.1378229495063329,0.0566523256014849,0.4872856934458618,,,61.05755301925251
1304.TW,2021-12-31,2022-03-31,19350845000.0,5231597000.0,3976873000.0,3398695000.0,689311000.0,1590908000.0,1.48,35367040000.0,15549577000.0,84825213000.0,29180252000.0,55644961000.0,10365353000.0,2498041000.0,4453323000.0,5989773000.0,0.2028163751086814,3170298033.8724127,69275636000.0,0.0457635355938473,0.0285903336332646,0.0187551312131688,0.5244006191324314,0.270354963827161,0.2055141778046385,0.082213877481836,0.2425040467905947,,,74.89182079270631
1304.TW,2022-03-31,2022-05-15,17097921000.0,3129324000.0,1668285000.0,987953000.0,257577000.0,534759000.0,0.5,34474689000.0,13056245000.0,83964599000.0,26454451000.0,57510148000.0,11066344000.0,1416690000.0,4283148000.0,5990385000.0,0.2607178681576957,1233333291.3205383,70908354000.0,0.0173933425576419,0.0092985154550463,0.0063688626679441,0.4599962253618265,0.1830236553321307,0.0975723890641441,0.0312762586749582,0.055806660887635,,,39.45410544567155
1304.TW,2022-06-30,2022-08-14,17851602000.0,3029906000.0,1682980000.0,409501000.0,392780000.0,354012000.0,0.33,34932517000.0,17184715000.0,82960504000.0,31183699000.0,51776805000.0,11650381000.0,1639241000.0,4922997000.0,5990998000.0,0.4,1009788000.0,65775789000.0,0.0153519709204856,0.0068372700864798,0.0042672354063808,0.6022715963258065,0.1697274003756077,0.0942761327526795,0.0198308252671104,0.0059077832694851,,,33.94556671836506
1304.TW,2022-09-30,2022-11-14,16338525000.0,1962497000.0,663217000.0,-722740000.0,22077000.0,174252000.0,0.16,32371679000.0,12554423000.0,80236614000.0,28852402000.0,51384212000.0,11998427000.0,2559190000.0,6270623000.0,5991613000.0,0.0,663217000.0,67682191000.0,0.009798988333578,0.0033911583581353,0.0021717267381198,0.5615032492859869,0.1201146982362239,0.0405922199219329,0.010665099817762,-0.1151030930263883,,,20.496768742477503
1304.TW,2022-12-31,2023-03-31,15149074000.0,2818419000.0,1721509000.0,22276000.0,85745000.0,492074000.0,0.46,31614950000.0,10775857000.0,77741569000.0,26816684000.0,50924885000.0,11498415000.0,2400326000.0,6366223000.0,5992228000.0,0.4,1032905400.0,66965712000.0,0.0154243921127875,0.0096627415064363,0.0063296124110898,0.5265929221047824,0.1860456289275503,0.1136379028843611,0.0324821173888252,-0.2171363059339269,,,34.27875818850074
1304.TW,2023-03-31,2023-05-15,13175556000.0,1748750000.0,738256000.0,-556391000.0,31632000.0,-96523000.0,-0.09,31346720000.0,9969068000.0,77578629000.0,26879072000.0,50699557000.0,11938389000.0,2388609000.0,6449853000.0,5992845000.0,0.0,738256000.0,67609561000.0,0.0109194023608584,-0.0019038233410994,-0.0012441957436499,0.5301638434434447,0.1327268465937983,0.0560322463811014,-0.0073259147469753,-0.2294059611107104,,,21.16319448033428
1304.TW,2023-06-30,2023-08-14,12759120000.0,1506167000.0,555592000.0,-270445000.0,108404000.0,27063000.0,0.03,30578350000.0,11680977000.0,75797957000.0,27320853000.0,48477104000.0,11637164000.0,2304028000.0,7240985000.0,3994195000.0,0.0,555592000.0,64116980000.0,0.0086652864810538,0.0005582635464362,0.0003570412854267,0.5635826141759623,0.1180463072688398,0.0435446958724426,0.002121071045652,-0.2852675070842382,,,18.860762656730493
1304.TW,2023-09-30,2023-11-14,13500353000.0,1400890000.0,362573000.0,269750000.0,77402000.0,230342000.0,0.21,29974651000.0,11438981000.0,75507820000.0,26194763000.0,49313057000.0,11563906000.0,2636480000.0,6351634000.0,3994592000.0,0.2869397590361446,258536390.7469879,64068839000.0,0.0040352907089043,0.0046710144130792,0.0030505714507451,0.531193249690442,0.1037669163169289,0.0268565570100278,0.0170619242326478,-0.1737104175560523,,,17.488330497619557
1304.TW,2023-12-31,2024-03-31,12829733000.0,950464000.0,-37086000.0,-1379731000.0,-247613000.0,-367888000.0,-0.34,29557500000.0,11849335000.0,74072805000.0,26528905000.0,47543900000.0,11059546000.0,3256357000.0,6441427000.0,3994990000.0,0.1794646927553269,-30430372.404475942,62223470000.0,-0.0004890497493064,-0.0077378591154701,-0.0049665730898134,0.5579875651766052,0.0740829134947703,-0.0028906291346826,-0.0286746419430552,-0.1531011730485969,,,12.920700713351293
1304.TW,2024-03-31,2024-05-15,12024428000.0,522478000.0,-438333000.0,-1140044000.0,-163477000.0,-393900000.0,-0.37,30226377000.0,12940948000.0,74549457000.0,27132933000.0,47416524000.0,10157489000.0,4540355000.0,5903731000.0,3995389000.0,0.1433953426358982,-375478089.2763788,61608509000.0,-0.0060945816636526,-0.0083072306185919,-0.0052837406984734,0.5722252647621323,0.0434513808058063,-0.036453542738166,-0.0327583149901184,-0.0873684571641606,,,13.296495499363932
1304.TW,2024-06-30,2024-08-14,13460094000.0,1108484000.0,49702000.0,-725992000.0,-95693000.0,-251420000.0,-0.23,28776004000.0,13218568000.0,73095693000.0,26746512000.0,46349181000.0,8260405000.0,4890268000.0,5721849000.0,3496026000.0,0.1318099923966104,43150779.75790367,59877125000.0,0.0007206555050514,-0.005424475569482,-0.0034396007436443,0.5770654717717666,0.0823533624653735,0.0036925447920348,-0.018678918587047,0.0549390553580497,,,18.610674066063712
1304.TW,2024-09-30,2024-11-14,12903246000.0,307764000.0,-869761000.0,-1703086000.0,-171111000.0,-658874000.0,-0.62,28342732000.0,14422184000.0,72060873000.0,27564584000.0,44496289000.0,7282712000.0,6076604000.0,5385640000.0,3496365000.0,0.1004711447337362,-782375116.6852407,57638689000.0,-0.0135737840374065,-0.0148073921400501,-0.0091432975007116,0.6194805144312147,0.0238516726721322,-0.0674063720090278,-0.0510626550869447,-0.0442289916419222,,,14.587162920559836
1304.TW,2024-12-31,2025-03-31,12620388000.0,358683000.0,-750322000.0,-1948932000.0,-177894000.0,-843276000.0,-0.78,28859123000.0,14696035000.0,71830381000.0,29060065000.0,42770316000.0,7604583000.0,4837886000.0,6753809000.0,3146843000.0,0.0912776843932984,-681834345.2906514,57134346000.0,-0.0119338785341246,-0.0197163846065575,-0.0117398235713103,0.6794447111403151,0.0284209170114262,-0.0594531641974874,-0.0668185478925053,-0.0163171751119061,,,15.266742628858829
1304.TW,2025-03-31,2025-05-15,12147495000.0,435971000.0,-603371000.0,-1606977000.0,-100928000.0,-633454000.0,-0.59,27868046000.0,14688598000.0,70053550000.0,28557616000.0,41495934000.0,6797387000.0,5053341000.0,6278229000.0,3147140000.0,0.0628061260366514,-565475604.9271395,55364952000.0,-0.0102136023693678,-0.0152654474532372,-0.0090424254017105,0.6882027525877595,0.0358897863304327,-0.0496704052975531,-0.0521468829581736,0.0102347487963667,,,16.168686781945585
1304.TW,2025-06-30,2025-08-14,11574193000.0,207780000.0,-774327000.0,-2176743000.0,-214650000.0,-869452000.0,-0.81,24608466000.0,15038011000.0,64983994000.0,27961517000.0,37022477000.0,5465838000.0,5274944000.0,6093289000.0,2647680000.0,0.0986106306532282,-697970126.1981777,49945983000.0,-0.0139744997350072,-0.0234844362250532,-0.013379479260693,0.7552578667278259,0.0179520075395321,-0.0669011653771455,-0.0751198809281994,-0.1401105371180914,,,11.876942504085577
1304.TW,2025-09-30,2025-11-14,10505772000.0,173558000.0,-846218000.0,-1232508000.0,-212473000.0,-479298000.0,-0.45,23605774000.0,13940291000.0,64559965000.0,27644782000.0,36915183000.0,3867111000.0,5392469000.0,6850273000.0,2647917000.0,0.1723907674432944,-700337829.5556703,50619674000.0,-0.0138352892109828,-0.0129837633474551,-0.0074240746567938,0.748872950189628,0.0165202519148521,-0.0805479121382036,-0.0456223493142626,-0.1858039442168273,,,11.910725131271809
1304.TW,2025-12-31,2026-03-31,9940539000.0,530344000.0,-427718000.0,-2006290000.0,-89187000.0,-808758000.0,-0.75,23433699000.0,12376483000.0,63255865000.0,27801547000.0,35454318000.0,3897651000.0,3590616000.0,8915473000.0,2298296000.0,0.0444536931350901,-408704355.2796455,50879382000.0,-0.0080328089535294,-0.0228112694199899,-0.0127855021822877,0.7841512280676222,0.0533516341518301,-0.0430276466899833,-0.0813595721519728,-0.2123428376370044,,,11.724067576361788
1304.TW,2026-03-31,2026-05-15,10746648000.0,307033000.0,-629024000.0,-1088346000.0,-116686000.0,-439887000.0,-0.41,24372900000.0,13651252000.0,64626886000.0,29614158000.0,35012728000.0,5125916000.0,4624315000.0,9449188000.0,2298491000.0,0.1072140661150038,-561583779.2760758,50975634000.0,-0.0110167100477078,-0.0125636311457936,-0.0068065634479123,0.8458112147102619,0.0285701178637283,-0.0585321115942385,-0.0409324842499726,-0.1153198251985285,,,11.397824260792264
1305.TW,2020-03-31,2020-05-15,3591214000.0,720231000.0,423202000.0,445457000.0,97472000.0,311077000.0,0.59,5137104000.0,1637954000.0,12602863000.0,3544515000.0,9058348000.0,688163000.0,70000000.0,500000000.0,,0.2188134881705754,330599694.1792361,10964909000.0,0.0301507011302361,0.0343414715354278,0.0246830422579377,0.391298170483183,0.2005536289399629,0.1178437152450397,0.0866216828069839,,,,63.38103564981223
1305.TW,2020-06-30,2020-08-14,2287056000.0,113635000.0,-101262000.0,-98432000.0,-32996000.0,-55226000.0,-0.1,4844812000.0,1864014000.0,12482982000.0,3754088000.0,8728894000.0,600215000.0,266000000.0,500000000.0,,0.3352161898569571,-67317338.1827048,10618968000.0,-0.0063393484359972,-0.0063268038310466,-0.0044241031509938,0.4300760210858328,0.0496861467318683,-0.0442761349088085,-0.0241472005932517,,,,15.863728264902266
1305.TW,2020-09-30,2020-11-14,3262308000.0,751045000.0,459141000.0,455302000.0,67663000.0,357618000.0,0.65,4996116000.0,1802864000.0,12883878000.0,3725310000.0,9158568000.0,698914000.0,0.0,550000000.0,,0.1486112514331147,390907481.4057483,11081014000.0,0.0352772301709706,0.0390473707243315,0.0277570153955198,0.4067568204985757,0.2302189124999846,0.14074115626115,0.109621163912175,,,,71.64259014771993
1305.TW,2020-12-31,2021-03-31,4592570000.0,1774379000.0,1372471000.0,1358738000.0,241489000.0,1020715000.0,1.84,5874585000.0,2220603000.0,13893625000.0,3589867000.0,10303758000.0,777101000.0,0.0,50000000.0,,0.1777303644999992,1128541228.9043214,11673022000.0,0.0966794399003378,0.0990624003397595,0.0734664279480697,0.3484036601014892,0.3863586183770742,0.2988459620648134,0.2222535530215108,,,,96.67066999263808
1305.TW,2021-03-31,2021-05-15,4978665000.0,1596991000.0,1103709000.0,1106466000.0,219690000.0,826725000.0,1.49,6855959000.0,2550821000.0,15116825000.0,3892191000.0,11224634000.0,658801000.0,0.0,50000000.0,,0.1985510625721893,884566405.2795115,12566004000.0,0.0703936116270145,0.0736527355814006,0.0546890633449815,0.3467543796973692,0.320766912415276,0.2216877415933789,0.1660535504999834,0.3863459543207395,,,93.34436235347636
1305.TW,2021-06-30,2021-08-14,4575908000.0,1186066000.0,832373000.0,751090000.0,157806000.0,546660000.0,0.94,7323226000.0,3818288000.0,15879434000.0,5141062000.0,10738372000.0,1016852000.0,280000000.0,50000000.0,,0.2101026508141501,657489226.2338734,12061146000.0,0.0545129978721651,0.0509071579937815,0.0344256602596792,0.4787561838982669,0.2591979559029596,0.1819033512037392,0.1194648144149751,1.000785289035336,,,84.63496922441077
1305.TW,2021-09-30,2021-11-14,5545124000.0,1053030000.0,597919000.0,633597000.0,113447000.0,494739000.0,0.85,8366944000.0,4382006000.0,17247379000.0,5989282000.0,11258097000.0,851675000.0,0.0,350000000.0,,0.1790522998057124,490860227.9524682,12865373000.0,0.0381535947657691,0.0439451711954515,0.0286848801780258,0.5319977257257599,0.1899019751406821,0.1078278862654829,0.0892205476378887,0.6997548974529688,,,73.11696550967491
1305.TW,2021-12-31,2022-03-31,5121827000.0,1204293000.0,783156000.0,815881000.0,184673000.0,600552000.0,1.03,7888292000.0,2992501000.0,16975315000.0,5140046000.0,11835269000.0,1220291000.0,200000000.0,882575000.0,,0.2263479600579006,605890236.9928948,13982814000.0,0.043331066049573,0.0507425728980051,0.0353779591129825,0.4342990429706329,0.2351295738805703,0.152905594039002,0.1172534722473055,0.1152420104647289,,,74.95851013186979
1305.TW,2022-03-31,2022-05-15,5307072000.0,750905000.0,242193000.0,564128000.0,65099000.0,450834000.0,0.78,7947706000.0,2692590000.0,17193750000.0,4850467000.0,12343283000.0,1451443000.0,0.0,914620000.0,,0.115397569345964,214244516.48739293,14501160000.0,0.0147743019515261,0.0365246425930605,0.0262208069792802,0.3929640922921398,0.1414913911098247,0.0456358986650265,0.0849496671611012,0.0659628635387197,,,47.73409978652387
1305.TW,2022-06-30,2022-08-14,4839691000.0,249328000.0,-179611000.0,-110311000.0,-23530000.0,-87847000.0,-0.15,7435325000.0,3886852000.0,16965164000.0,6306790000.0,10658374000.0,1181325000.0,180000000.0,1185871000.0,,0.2133060166257218,-141298893.0478375,13078312000.0,-0.0108040619498783,-0.008242063939584,-0.005178081390784,0.5917215890528893,0.0515173386069482,-0.0371120800894106,-0.0181513654487445,0.057646045331331,,,18.37242971922537
1305.TW,2022-09-30,2022-11-14,3983857000.0,-583787000.0,-973403000.0,-887724000.0,-175252000.0,-680881000.0,-1.17,6701039000.0,3032456000.0,16471404000.0,6505235000.0,9966169000.0,1461682000.0,815000000.0,2221168000.0,,0.197417215260599,-781236490.4136871,13438948000.0,-0.058132265294403,-0.0683192307896845,-0.041337156201135,0.6527317568064519,-0.1465381413037667,-0.2443368323712422,-0.1709100000326316,-0.2815567334472593,,,12.419408694145757
1305.TW,2022-12-31,2023-03-31,3506859000.0,261715000.0,-73649000.0,-83276000.0,-45783000.0,-52353000.0,-0.09,6755051000.0,3108612000.0,16683779000.0,6642551000.0,10041228000.0,1276545000.0,790000000.0,2432380000.0,,0.4,-44189400.0,13575167000.0,-0.0032551643747734,-0.0052138045266973,-0.0031379581328666,0.6615277533783717,0.0746294618631658,-0.0210014146562493,-0.0149287439272579,-0.3153109232311049,,,12.372869029744065
