date,symbol,name,Close,market_regime,stable_ensemble_score,fundamental_rank,fundamental_score,final_score,technical_score,rs20_rank_pct,rs60_rank_pct,ret5,ret20,ret60,rsi14,volume_ratio,ma20_deviation
2026-07-08,6691.TW,洋基工程,715.0,bull,0.973306837679168,138.0,72.9382876924978,66.49446382764087,64.34652253935523,0.1238447319778188,0.3089731729879741,-0.0466666666666666,0.1224489795918366,0.1458333333333332,52.45901639344261,1.0331410730143509,-0.0246231498533523
2026-07-08,3346.TW,麗清,26.64999961853028,bull,0.9247365225805813,1068.0,6.120174416109647,59.124285741238495,76.79232284961478,0.1931608133086876,0.1137835337650323,0.0,0.0745967918702648,0.4805555343627932,58.17490610112434,0.5550491002062994,0.04284874576769
2026-07-08,6139.TW,亞翔,866.0,bull,0.9124424387887554,113.0,75.64712525562624,76.11196146782528,76.26690687189163,0.099815157116451,0.1341350601295097,-0.050438596491228,0.1562082777036049,0.4196721311475411,58.02139037433155,0.6820600238581729,0.0110916520723876
2026-07-08,3034.TW,聯詠,544.0,bull,0.9123509613499956,116.0,75.54535048945058,76.45700317703016,76.76088740622335,0.1155268022181146,0.1489361702127659,0.0111524163568772,0.1321540062434962,0.3789607097591889,57.2139303482587,1.0100034674932057,0.0368817306775945
2026-07-08,6753.TW,龍德造船,154.0,bull,0.8628631882833009,117.0,75.40121337756102,69.4088310819373,67.41137031672939,0.0563770794824399,0.2358926919518963,0.0883392226148409,0.2622950819672132,0.2319999999999999,76.92307692307693,2.361064606711727,0.1757969078068333
2026-07-08,1709.TW,和益,23.950000762939453,bull,0.86093649024359,330.0,52.52750676874495,69.40184494137436,75.02662433225083,0.0841035120147874,0.2210915818686401,0.0323275851437936,0.1827160870587383,0.2473958235027065,74.19354540996608,1.101403051581463,0.0867839257147793
2026-07-08,2379.TW,瑞昱,817.0,bull,0.8519465367262017,127.0,74.41354387638152,80.93476348386356,83.10850335302425,0.0573012939001848,0.0943570767807585,-0.0144752714113389,0.2549923195084485,0.5561904761904761,56.741573033707866,1.142045150511016,0.0688121402407118
2026-07-08,1776.TW,展宇,19.850000381469727,bull,0.8503398031016387,465.0,42.79632276689389,67.50112216443368,75.73605529694694,0.1377079482439926,0.2479185938945421,-0.0173267509034883,0.113302710632162,0.2177914914460674,62.49998374421457,0.5995271329350963,0.0327828863557573
2026-07-08,2923.TW,鼎固-KY,28.600000381469727,bull,0.8475669089213632,317.0,53.57592567176444,82.75525328041752,92.48169581663522,0.0397412199630314,0.1443108233117483,0.0534070270096727,0.3119266689169881,0.3849879375206144,61.397056709524506,1.326745254401651,0.1213487776499511
2026-07-08,2527.TW,宏璟,41.29999923706055,bull,0.8235057433084011,75.0,82.24426248497689,75.52657307164536,73.28734326720152,0.0878003696857671,0.3191489361702128,0.0147419769747876,0.178316694323676,0.1377410497269444,65.18987800196535,0.6556655876712073,0.0426659731705629
2026-07-08,8131.TW,福懋科,75.0,bull,0.8155778561854536,112.0,75.64747800444505,69.26482740052174,67.13727719921398,0.2042513863216266,0.2654949121184088,0.0822510345920917,0.0699001659420555,0.1923688105022192,49.74227189282978,1.4332295213697206,0.0155033469649039
2026-07-08,2610.TW,華航,22.049999237060547,bull,0.8151657560401983,453.0,43.706898976143904,59.83872303069121,65.21599771554031,0.1164510166358595,0.2516188714153561,-0.0221729497523999,0.1307691916441307,0.2148760165564165,51.47057874805655,0.7038086806735847,-0.0019237651680998
2026-07-08,6164.TW,華興,15.149999618530272,bull,0.8078380594560512,809.0,23.075673331588646,70.8833354572225,86.81922283243378,0.0822550831792976,0.2247918593894542,0.0484428940141787,0.183593702560757,0.2418032668348728,58.20105681276894,1.5916819425479618,0.0970311099922067
2026-07-08,1467.TW,南緯,8.40999984741211,bull,0.8065481140928494,972.0,14.540544369959688,62.51069263151495,78.50074205203337,0.1756007393715342,0.2636447733580018,0.0473225562985559,0.0809768149889649,0.1929077475011367,62.87702492585791,1.0404429911652924,0.0853013027004629
2026-07-08,2415.TW,錩新,37.650001525878906,bull,0.8045060204956712,620.0,33.42135071039564,67.86337304226605,79.34404715288952,0.0304990757855822,0.1896392229417206,0.0189445398778327,0.38419119374356,0.3027682360846206,72.10682919165086,0.7326748743274647,0.1297824784666494
2026-07-08,5285.TW,界霖,101.0,bull,0.8033418663670826,375.0,49.817373099182696,75.164094310857,83.6130013814151,0.0988909426987061,0.0434782608695652,0.0871905095918077,0.1569300855593307,0.923809523809524,59.49925986936667,0.5419547154056306,0.0520101026178294
2026-07-08,6409.TW,旭隼,1140.0,bull,0.7976434522048684,235.0,62.88856390334461,79.17972077171684,84.6101063945076,0.0600739371534195,0.0860314523589269,0.0088495575221239,0.2459016393442623,0.5899581589958158,66.77316293929712,0.9571113713795668,0.1197328356742952
2026-07-08,2480.TW,敦陽科,159.5,bull,0.7801036942282318,141.0,72.57043193555015,68.00545147596941,66.48379132277584,0.2476894639556377,0.301572617946346,0.0224358974358973,0.0557642519950505,0.151624548736462,67.14285714285714,0.6856309662132914,0.0393502501860054
2026-07-08,4155.TW,訊映,15.699999809265137,bull,0.772748562366004,364.0,50.12101486575806,65.46193250930376,70.575571723819,0.255083179297597,0.2627197039777983,0.0261437655910945,0.0536912893433869,0.1939163699397788,57.99999237060547,1.0448818450413069,0.033064633647432
2026-07-08,3004.TW,豐達科,145.5,bull,0.7655294847694845,270.0,59.60481555561746,74.62870459337367,79.63666760595908,0.1728280961182994,0.2414431082331175,0.0581818181818181,0.0817843866171004,0.2226890756302522,58.64661654135338,1.359306287955225,0.0657388756637977
2026-07-08,6024.TW,群益期,64.4000015258789,bull,0.759590183786361,919.0,16.995424717797373,55.66713806375972,68.5577091790805,0.27818853974122,0.3182238667900092,0.0437601414838431,0.0471544963557546,0.1378092449123329,64.38357882393393,2.668724830881134,0.043421928811927
2026-07-08,6165.TW,浪凡,51.09999847412109,bull,0.749053763215695,202.0,65.88343003781296,61.57067599921511,60.1330913196825,0.410351201478743,0.3246993524514338,0.0757894415604438,0.017928240986125,0.1317828736911954,62.77777895515393,1.396453867424435,0.0507916667635766
2026-07-08,6645.TW,金萬林-創,15.800000190734863,bull,0.7437097963642924,840.0,21.28182108935012,61.62224357738794,75.06905107340054,0.0831792975970425,0.2710453283996299,0.0031746152847531,0.1835205797196695,0.1879699221163595,58.33333498901784,0.5909329766397554,0.0276422920153929
